Speed,Voltage,Cas Latency / Timing,Capacity,DIMMs,Channel,Socket,Manufacturer,Processor,DDR,Certified Board (board rev / min BIOS),Date Added
3000MHz,1.35,16-16-16-36,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus X99 DELUXE (1.03 / 4601),9.16.2014
3000MHz,1.35,16-16-16-36,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus RAMPAGE V EXTREME (1.01 / 0403),9.16.2014
3000MHz,1.35,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus X99 DELUXE (1.03 / 4601),9.16.2014
3000MHz,1.35,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus RAMPAGE V EXTREME (1.01 / 0403),9.16.2014
3000MHz,1.35,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,MSI X99S XPOWER AC (1.1 / 1.11),9.16.2014
3000MHz,1.65,12-14-14-35,16GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,ASUS Z87-Deluxe (1.03 / 0090),-
3000MHz,1.65,12-14-14-35,16GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,ASUS Maximus VI Extreme (1.02 / 0079),-
2933MHz,1.2,17-19-19-39,32GB,2,Dual,LGA2066,Kingston,Core? i7-7820X,DDR4,ASRock X299E-ITX/ac ( Rev 1.02 / P1.50 ),2018.10.02
2933MHz,1.2,17-19-19-39,16GB,2,Dual,LGA2066,Kingston,Core? i7-7820X,DDR4,ASRock X299E-ITX/ac ( Rev 1.02 / P1.50 ),2018.10.02
2933MHz,1.2,17-19-19-39,64GB,4,Quad,LGA2066,Kingston,Core? i9-7940X,DDR4,ASRock X299 Gaming K6 ( Rev 1.03 / P1.40 (12/04/2017) ),2018.10.02
2933MHz,1.2,17-19-19-39,64GB,4,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,MSI Z370 GODLIKE GAMING ( Ver 2.2 / A.62 (07/05/2018) ),2018.10.02
2933MHz,1.2,17-19-19-39,64GB,4,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,ASUS MAXIMUS X HERO ( 1.01 / 1602 (06/28/2018) ),2018.10.02
2933MHz,1.2,17-19-19-39,32GB,4,Quad,LGA2066,Kingston,Core? i9-7900X,DDR4,Gigabyte X299 AORUS Gaming 9 ( Rev 1.0 / F8c ),2018.10.02
2933MHz,1.2,17-19-19-39,32GB,4,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( 1.01 / 1003 ),2018.10.02
2933MHz,1.35,15-17-17-39,32GB,4,Quad,LGA2066,Kingston,Core? i9-7960X,DDR4,ASUS PRIME X299-DELUXE ( Rev 1.02 / 1301 ),2018.10.02
2933MHz,1.35,15-17-17-39,32GB,4,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( Rev 1.01 / 1602 ),2018.10.02
2933MHz,1.35,15-17-17-39,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,Gigabyte Z370 AORUS Gaming 7 ( 0.3 / F6 ),2018.10.02
2933MHz,1.35,15-17-17-39,16GB,2,Dual,LGA1151,Kingston,Core? i7-8700K,DDR4,MSI Z370 GODLIKE GAMING (MS-7A98) ( 2.0 / A.62 (07/05/18) ),2018.10.02
2933MHz,1.35,15-17-17-39,16GB,2,Dual,LGA1151,Kingston,Core? i5-8600K,DDR4,ASUS ROG MAXIMUS X HERO ( Rev 1.01 / 1602 ),2018.10.02
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,ASUS Z97 Deluxe (1.03/1008),2014.11.05
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,GIGABYTE Z97 SOC Force (1/F6),2014.11.05
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,ASUS Z97 Deluxe (1.03/1008),2014.11.05
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,GIGABYTE Z97 SOC Force (1/F6),2014.11.05
2933MHz,1.65,12-14-14-35,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte GA Z97X-SOC FORCE ( / F6),2014.09.23
2933MHz,1.65,12-14-14-35,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,MSI Z97 MPOWER MAX AC ( / 1.3),2014.09.23
2933MHz,1.65,12-14-14-35,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte CA Z97X Gaming (/F5),2014.09.23
2933MHz,1.65,12-14-14-35,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97 Deluxe ( / 1104),2014.09.23
2933MHz,1.65,12-14-14-35,16GB,4,Quad,LGA 2011,G.SKILL,Core? i7-4960X,DDR3,ASUS RAMPAGE IV EXTREME (1.02 / 0020),9.10.2013
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2933MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2800MHz,1.35,18-18-18-39,16GB,1,Single,FCBGA1440,Kingston,Core? i7-7820HK,DDR4,HP OMEN X by HP Laptop 17-ap0xx  ( 54.22 / D.00 ),2017.11.01
2800MHz,1.35,18-18-18-39,32GB,2,Dual,FCBGA1440,Kingston,Core? i7-7820HK,DDR4,HP OMEN X by HP Laptop 17-ap0xx  ( 54.22 / D.00 ),2017.11.01
2800MHz,1.35,18-18-18-38,16GB,1,Single,FCBGA1440,Adata,Core? i7-7820HK,DDR4,HP OMEN X by HP Laptop 17-ap0xx  ( / B.19T02 ),2017.09.25
2800MHz,1.35,18-18-18-38,32GB,2,Dual,FCBGA1440,Adata,Core? i7-7820HK,DDR4,HP OMEN X by HP Laptop 17-ap0xx  ( / B.19T02 ),2017.09.25
2800MHz,1.35,14-16-16-36,64GB,8,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,ASUS X99-Deluxe II ( 1.02 / 0801 ),2016.08.12
2800MHz,1.35,14-16-16-36,64GB,8,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,ASUS Rampage V Edition 10 ( 1.00 / 0801 ),2016.08.12
2800MHz,1.35,14-16-16-36,64GB,8,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,Gigabyte Designare EX ( 0.2 / F3 ),2016.08.12
2800MHz,1.35,14-16-16-36,64GB,8,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,MSI X99-Gaming Pro Carbon ( 1.0 / 1.13 ) ,2016.08.12
2800MHz,1.35,14-16-16-36,64GB,8,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,MSI X99-Godlike Gaming Carbon ( 1.1 / T33 ),2016.08.12
2800MHz,1.35,14-16-16-36,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,ASUS X99-Deluxe II ( 1.02 / 0801 ),2016.08.12
2800MHz,1.35,14-16-16-36,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,ASUS Rampage V Edition 10 ( 1.00 / 0801 ),2016.08.12
2800MHz,1.35,14-16-16-36,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,Gigabyte Designare EX ( 0.2 / F3 ),2016.08.12
2800MHz,1.35,14-16-16-36,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,MSI X99-Gaming Pro Carbon ( 1.0 / 1.13 ) ,2016.08.12
2800MHz,1.35,14-16-16-36,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,MSI X99-Godlike Gaming Carbon ( 1.1 / T33 ),2016.08.12
2800MHz,1.35,14-16-16-36,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Asus X99 Deluxe II ( 1.02 / 0601 ),2016.06.21
2800MHz,1.35,14-16-16-36,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Asus Rampage V Edition 10 ( 1.00 / 0601 ),2016.06.21
2800MHz,1.35,14-16-16-36,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Gigabyte GA-X99-Ultra Gaming ( 0.2 / F2 ),2016.06.21
2800MHz,1.35,14-16-16-36,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Gigabyte GA-X99-Phoenix SLI ( 1.0 / F2 ),2016.06.21
2800MHz,1.35,14-16-16-36,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,MSI X99A GAMING PRO CARBON ( 1.1/T33 ),2016.06.21
2800MHz,1.25,15-16-16-35,64GB,8,Quad,LGA 2011-3,G-Skill,Core? i7 6800K,DDR4,MSI X99A GAMING PRO CARBON ( 1.0/1.11 ),2016.05.23
2800MHz,1.25,15-16-16-35,64GB,8,Quad,LGA 2011-3,G-Skill,Core? i7 6800K,DDR4,Asus Rampage V Edition 10 ( 1.00 / 0044 ),2016.05.23
2800MHz,1.25,15-16-16-35,64GB,8,Quad,LGA 2011-3,G-Skill,Core? i7 6800K,DDR4,Asus X99-A II ( 1.02 / 0501 ),2016.05.23
2800MHz,1.25,15-16-16-35,64GB,8,Quad,LGA 2011-3,G-Skill,Core? i7 6800K,DDR4,Gigabyte GA-X99-Designare EX ( 0.3 / F2c ),2016.05.23
2800MHz,1.35,14-16-16-39,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/0504 x64 ),2016.05.17
2800MHz,1.35,14-16-16-39,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F4h ),2016.05.17
2800MHz,1.35,14-16-16-39,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 3.0 / E7968IMS.150  ),2016.05.17
2800MHz,1.35,14-16-16-26,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1203 ),2015.12.08
2800MHz,1.35,14-16-16-26,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1302 ),2015.12.08
2800MHz,1.35,14-16-16-26,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F5 ),2015.12.08
2800MHz,1.35,14-16-16-26,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.110  ),2015.12.08
2800MHz,1.35,14-16-16-26,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1302 ),2015.12.08
2800MHz,1.2,16-18-18-36,32GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1203 ),2015.12.08
2800MHz,1.2,16-18-18-36,32GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1302 ),2015.12.08
2800MHz,1.2,16-18-18-36,32GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F5 ),2015.12.08
2800MHz,1.2,16-18-18-36,32GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.110  ),2015.12.08
2800MHz,1.2,16-18-18-36,32GB,2,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1302 ),2015.12.08
2800MHz,1.35,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1203 ),2015.12.08
2800MHz,1.35,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1302 ),2015.12.08
2800MHz,1.35,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F5 ),2015.12.08
2800MHz,1.35,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.110  ),2015.12.08
2800MHz,1.35,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1302 ),2015.12.08
2800MHz,1.25,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS Z170-DELUXE (1.03/0049),2015.08.05
2800MHz,1.25,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS MAXIMUS VII HERO (1.01 / 0014),2015.08.05
2800MHz,1.25,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM (3.0/T.0K),2015.08.05
2800MHz,1.25,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASROCK Z170 OC FORMULA (1.00/L0.08),2015.08.05
2800MHz,1.35,14-15-15-39,64GB,8,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,Asus RAMPAGE V EXTREME (1.01/0901),2015.02.21
2800MHz,1.65,12-15-15-32,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4770K,DDR3,ASUS Z97 DELUXE (1.03/2012),2015.02.21
2800MHz,1.2,16-18-18-36,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2800MHz,1.2,16-18-18-36,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2800MHz,1.2,16-18-18-36,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2800MHz,1.2,16-18-18-36,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2800MHz,1.2,16-18-18-36,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asrock X99WS (1.03/P1.6),2015.02.21
2800MHz,1.35,14-15-15-39,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2014.11.20
2800MHz,1.35,14-15-15-39,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,MSI X99 GAMING 9 AC (1.0/1.3),2014.11.20
2800MHz,1.35,14-15-15-39,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,Gigabyte GAX99-SOC (0.3/F6D),2014.11.20
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/0904),2014.11.05
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS RAMPAGE V Extreme (1.01 / 0603),2014.11.05
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2014.11.05
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4, ASRock X99 WS (1.03/P1.3),2014.11.05
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/0904),2014.11.05
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS RAMPAGE V Extreme (1.01 / 0603),2014.11.05
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2014.11.05
2800MHz,1.2,16-18-18-36,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4, ASRock X99 WS (1.03/P1.3),2014.11.05
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,ASUS Z97 Deluxe (1.03/1008),2014.11.05
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,GIGABYTE Z97 SOC Force (1/F6),2014.11.05
2800MHz,1.65,12-14-14-36,16GB,2,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,ASUS Z97 Deluxe (1.03/1008),2014.11.05
2800MHz,1.65,12-14-14-36,16GB,2,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,GIGABYTE Z97 SOC Force (1/F6),2014.11.05
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,ASUS Z97 Deluxe (1.03/1008),2014.11.05
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4790K,DDR3,GIGABYTE Z97 SOC Force (1/F6),2014.11.05
2800MHz,1.65,12-14-14-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97 Deluxe ( / 1104),2014.09.23
2800MHz,1.65,12-14-14-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte GA Z97X-SOC FORCE ( / F6),2014.09.23
2800MHz,1.65,12-14-14-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,MSI Z97 MPOWER MAX AC ( / V1.3),2014.09.23
2800MHz,1.65,12-14-14-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,ASROCK Z97 Killer (/ P1.3),2014.09.23
2800MHz,1.2,16-16-16-36,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,MSI X99S XPOWER AC (1.1 / 1.11),9.16.2014
2800MHz,1.2,16-16-16-36,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus X99 DELUXE (1.03 / 0505),9.16.2014
2800MHz,1.2,16-16-16-36,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus RAMPAGE V EXTREME (1.01 / 0403),9.16.2014
2800MHz,1.2,16-16-16-36,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,MSI X99S XPOWER AC (1.1 / 1.11),9.16.2014
2800MHz,1.2,16-16-16-36,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus X99 DELUXE (1.03 / 0505),9.16.2014
2800MHz,1.2,16-16-16-36,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5960X,DDR4,Asus RAMPAGE V EXTREME (1.01 / 0403),9.16.2014
2800MHz,1.65,12-14-14-32,16GB,4,Quad,LGA 2011,Kingston,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0251),9.10.2013
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2800MHz,1.65,12-14-14-36,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2800MHz,1.65,12-14-14-35,16GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,ASUS Z87 Expert (1.01 / 0069),-
2800MHz,1.65,12-14-14-35,16GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,GIGABYTE Z87X-UD3H (0.2 / F4h),-
2800MHz,1.65,12-14-14-35,16GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,MSI Z87-G45 GAMING (1.1 / V1.1B2),-
2800MHz,1.65,11-14-14-35,32GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,ASUS Z87 Expert (1.01 / 0069),-
2800MHz,1.65,11-14-14-35,32GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,GIGABYTE Z87X-UD3H (0.2 / F4h),-
2800MHz,1.65,11-14-14-35,32GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,MSI Z87 MPOWER MAX (1.2 / V1.1B1),-
2800MHz,1.65,11-13-13-35,16GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS P8Z77-V DELUXE (1.02 / 1050),-
2800MHz,1.65,11-13-13-35,16GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE GA-Z77-UD5H (1.0 / F6d),-
2800MHz,1.65,11-13-13-35,16GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE G1-Sniper 3 (1.0 / F3b),-
2800MHz,1.65,12-14-14-32,4GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,GIGATYBE GA-Z77X-UD5H (1.0 / F5d),-
2800MHz,1.65,12-14-14-32,4GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,ASUS P8Z77-V DELUXE (1.02 / 0904),-
2800MHz,1.65,12-14-14-32,4GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,ASUS DELUXE (1.03 / 0801),-
2800MHz,1.65,12-14-14-32,4GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,GIGABYTE GA-Z87X-UD3H (0.2 / D35),-
2800MHz,1.65,12-14-14-32,4GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,MSI Z87 MPOWER MAX(MS-7815) ( / V1.0B24),-
2800MHz,1.65,12-14-14-32,4GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,ASROCK Z87 EXTREME4 (1.02 / P1.10A),-
2800MHz,1.65,12-14-14-32,4GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,GIGABYTE Z87X-OC (1.0 / F3G),-
2800MHz,1.65,12-14-14-32,4GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,ASUS DELUXE (1.03 / 0801),7.24.2013
2800MHz,1.65,12-14-14-32,4GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,GIGABYTE GA-Z87X-UD3H (0.2 / D35),7.24.2013
2800MHz,1.65,12-14-14-32,4GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,MSI Z87 MPOWER MAX(MS-7815) ( / V1.0B24),7.24.2013
2800MHz,1.65,12-14-14-32,4GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,ASROCK Z87 EXTREME4 (1.02 / P1.10A),7.24.2013
2800MHz,1.65,12-14-14-32,4GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,GIGABYTE Z87X-OC (1.0 / F3G),7.24.2013
2666MHz,1.2,15-17-17-35,16GB,1,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Intel NUC6i7KYK ( / KYSKLi70.86A.0037.2016.0603.1032 ),2018.07.30
2666MHz,1.2,15-17-17-35,16GB,1,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Gigabyte MKHM17P-00 ( / F2 ),2018.07.30
2666MHz,1.2,15-17-17-35,8GB,1,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Intel NUC6i7KYK ( / KYSKLi70.86A.0037.2016.0603.1032 ),2018.07.30
2666MHz,1.2,15-17-17-35,8GB,1,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Gigabyte MKHM17P-00 ( / F2 ),2018.07.30
2666MHz,1.2,19-19-19-43,32GB,4,Dual,FCBGA1440,Kingston,Core? i7-7920HQ,DDR4,Dell Precision 7720 (00YYJC) ( System Rev A00 / FEB17 / 1.1.1 (01/19/2017) ),2017.11.01
2666MHz,1.2,19-19-19-43,16GB,2,Dual,FCBGA1440,Kingston,Core? i7-7920HQ,DDR4,Dell Precision 7720 (00YYJC) ( System Rev A00 / FEB17 / 1.1.1 (01/19/2017) ),2017.11.01
2666MHz,1.2,19-19-19-43,32GB,4,Dual,FCBGA1440,Kingston,Core? i7-7920HQ,DDR4,Dell Board Product Name Precision 7520 (00YYJC) ( System Rev A00 / FEB17/ 1.1.1 (01/19/2017)),2017.10.10
2666MHz,1.2,19-19-19-43,16GB,2,Dual,FCBGA1440,Kingston,Core? i7-7920HQ,DDR4,Dell Board Product Name Precision 7520 (00YYJC) ( System Rev A00 / FEB17/ 1.1.1 (01/19/2017)),2017.10.10
2666MHz,1.2,15-17-17-35,16GB,2,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Intel NUC6i7KYK ( / KYSKLi70.86A.0037.2016.0603.1032 ),2017.01.13
2666MHz,1.2,15-17-17-35,16GB,2,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Gigabyte MKHM17P-00 ( / F2 ),2017.01.13
2666MHz,1.2,15-17-17-35,8GB,2,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Intel NUC6i7KYK ( / KYSKLi70.86A.0037.2016.0603.1032 ),2017.01.13
2666MHz,1.2,15-17-17-35,8GB,2,Dual,FCBGA1440,Kingston ,Core? i7-6770HQ,DDR4,Gigabyte MKHM17P-00 ( / F2 ),2017.01.13
2666MHz,1.2,16-18-18-35,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,ASUS X99-Deluxe II ( 1.02 / 0801 ),2016.08.12
